frame,timestamp_sec,timestamp_hhmmss,class,confidence,bbox
298,9.933333333333334,00:00:09.93,3,,"[0.566516, 0.546691, 0.109312, 0.220922]"
299,9.966666666666667,00:00:09.96,3,,"[0.566595, 0.546569, 0.109752, 0.221088]"
300,10.0,00:00:10.00,3,,"[0.565631, 0.546053, 0.111691, 0.222046]"
301,10.033333333333333,00:00:10.03,3,,"[0.56661, 0.546527, 0.109625, 0.220781]"
302,10.066666666666666,00:00:10.06,3,,"[0.566733, 0.546116, 0.109782, 0.221525]"
303,10.1,00:00:10.09,3,,"[0.567545, 0.546848, 0.107498, 0.21999]"
304,10.133333333333333,00:00:10.13,3,,"[0.567619, 0.547117, 0.107279, 0.219742]"
305,10.166666666666666,00:00:10.16,3,,"[0.567836, 0.547756, 0.107161, 0.219184]"
306,10.2,00:00:10.19,3,,"[0.568054, 0.547235, 0.10703, 0.219545]"
307,10.233333333333333,00:00:10.23,3,,"[0.568183, 0.546579, 0.107582, 0.221382]"
308,10.266666666666667,00:00:10.26,3,,"[0.568904, 0.547997, 0.105983, 0.219008]"
309,10.3,00:00:10.30,3,,"[0.567456, 0.549697, 0.108885, 0.214654]"
310,10.333333333333334,00:00:10.33,3,,"[0.566513, 0.549617, 0.110546, 0.214839]"
311,10.366666666666667,00:00:10.36,3,,"[0.564596, 0.548892, 0.114938, 0.216771]"
312,10.4,00:00:10.40,3,,"[0.56516, 0.549528, 0.114217, 0.215467]"
313,10.433333333333334,00:00:10.43,3,,"[0.565252, 0.549332, 0.114059, 0.215959]"
314,10.466666666666667,00:00:10.46,3,,"[0.565702, 0.548713, 0.113039, 0.217311]"
315,10.5,00:00:10.50,3,,"[0.565753, 0.549163, 0.113077, 0.216759]"
316,10.533333333333333,00:00:10.53,3,,"[0.565485, 0.549676, 0.113373, 0.215674]"
317,10.566666666666666,00:00:10.56,3,,"[0.564439, 0.550958, 0.115538, 0.213365]"
318,10.6,00:00:10.59,3,,"[0.564883, 0.550078, 0.113936, 0.214538]"
319,10.633333333333333,00:00:10.63,3,,"[0.564994, 0.549334, 0.113588, 0.215939]"
320,10.666666666666666,00:00:10.66,3,,"[0.564936, 0.548874, 0.114261, 0.216666]"
321,10.7,00:00:10.69,3,,"[0.563239, 0.54896, 0.117921, 0.216772]"
322,10.733333333333333,00:00:10.73,3,,"[0.563836, 0.547097, 0.117012, 0.221052]"
323,10.766666666666667,00:00:10.76,3,,"[0.565158, 0.545785, 0.113675, 0.223246]"
324,10.8,00:00:10.80,3,,"[0.565514, 0.545892, 0.113126, 0.222964]"
325,10.833333333333334,00:00:10.83,3,,"[0.5666, 0.545255, 0.110264, 0.223937]"
326,10.866666666666667,00:00:10.86,3,,"[0.566459, 0.545688, 0.11059, 0.223107]"
327,10.9,00:00:10.90,3,,"[0.56629, 0.545706, 0.111272, 0.223177]"
328,10.933333333333334,00:00:10.93,3,,"[0.566318, 0.545134, 0.111187, 0.224292]"
329,10.966666666666667,00:00:10.96,3,,"[0.566905, 0.545462, 0.109601, 0.223188]"
330,11.0,00:00:11.00,3,,"[0.566924, 0.545469, 0.109439, 0.223275]"
331,11.033333333333333,00:00:11.03,3,,"[0.566558, 0.544604, 0.109831, 0.224805]"
332,11.066666666666666,00:00:11.06,3,,"[0.566538, 0.544788, 0.109358, 0.224152]"
333,11.1,00:00:11.09,3,,"[0.56699, 0.544236, 0.108274, 0.225812]"
334,11.133333333333333,00:00:11.13,3,,"[0.567997, 0.544629, 0.106234, 0.225033]"
335,11.166666666666666,00:00:11.16,3,,"[0.568567, 0.544929, 0.105439, 0.222892]"
336,11.2,00:00:11.19,3,,"[0.568661, 0.545782, 0.105195, 0.221121]"
337,11.233333333333333,00:00:11.23,3,,"[0.568439, 0.543323, 0.105542, 0.225956]"
338,11.266666666666667,00:00:11.26,3,,"[0.568951, 0.542135, 0.104715, 0.228673]"
339,11.3,00:00:11.30,3,,"[0.570091, 0.54293, 0.101661, 0.226368]"
340,11.333333333333334,00:00:11.33,3,,"[0.570566, 0.543607, 0.101147, 0.225222]"
341,11.366666666666667,00:00:11.36,3,,"[0.570759, 0.542673, 0.100803, 0.226925]"
342,11.4,00:00:11.40,3,,"[0.570167, 0.541853, 0.101683, 0.228524]"
343,11.433333333333334,00:00:11.43,3,,"[0.570075, 0.542199, 0.101669, 0.227623]"
344,11.466666666666667,00:00:11.46,3,,"[0.570267, 0.541725, 0.100993, 0.228823]"
345,11.5,00:00:11.50,3,,"[0.570434, 0.541896, 0.100864, 0.228446]"
346,11.533333333333333,00:00:11.53,3,,"[0.570791, 0.542763, 0.100246, 0.226845]"
347,11.566666666666666,00:00:11.56,3,,"[0.570454, 0.542631, 0.10086, 0.227259]"
348,11.6,00:00:11.59,3,,"[0.570764, 0.542648, 0.100218, 0.227312]"
349,11.633333333333333,00:00:11.63,3,,"[0.5715, 0.54404, 0.0990913, 0.22515]"
350,11.666666666666666,00:00:11.66,3,,"[0.571326, 0.543421, 0.0995119, 0.226361]"
351,11.7,00:00:11.69,3,,"[0.571411, 0.543709, 0.0993654, 0.225716]"
352,11.733333333333333,00:00:11.73,3,,"[0.570631, 0.544918, 0.101169, 0.223747]"
353,11.766666666666667,00:00:11.76,3,,"[0.57068, 0.545866, 0.100782, 0.222046]"
354,11.8,00:00:11.80,3,,"[0.570773, 0.549328, 0.101099, 0.214881]"
355,11.833333333333334,00:00:11.83,3,,"[0.570185, 0.548446, 0.102602, 0.217189]"
356,11.866666666666667,00:00:11.86,3,,"[0.570213, 0.549028, 0.102549, 0.216046]"
357,11.9,00:00:11.90,3,,"[0.570435, 0.549731, 0.101436, 0.215149]"
358,11.933333333333334,00:00:11.93,3,,"[0.569872, 0.550367, 0.10278, 0.214346]"
359,11.966666666666667,00:00:11.96,3,,"[0.569071, 0.552072, 0.105259, 0.209839]"
360,12.0,00:00:12.00,3,,"[0.569088, 0.552602, 0.104977, 0.208753]"
361,12.033333333333333,00:00:12.03,3,,"[0.568356, 0.550864, 0.106577, 0.212792]"
362,12.066666666666666,00:00:12.06,3,,"[0.56737, 0.55096, 0.108412, 0.21204]"
363,12.1,00:00:12.09,3,,"[0.566602, 0.552886, 0.109844, 0.208608]"
364,12.133333333333333,00:00:12.13,3,,"[0.566185, 0.553013, 0.110732, 0.207868]"
365,12.166666666666666,00:00:12.16,3,,"[0.565661, 0.552901, 0.111722, 0.208336]"
366,12.2,00:00:12.19,3,,"[0.564891, 0.552427, 0.113395, 0.209022]"
367,12.233333333333333,00:00:12.23,3,,"[0.564873, 0.552164, 0.113543, 0.210076]"
368,12.266666666666667,00:00:12.26,3,,"[0.564758, 0.551186, 0.114219, 0.212235]"
369,12.3,00:00:12.30,3,,"[0.564093, 0.549995, 0.1159, 0.215063]"
370,12.333333333333334,00:00:12.33,3,,"[0.564952, 0.550051, 0.114416, 0.214781]"
371,12.366666666666667,00:00:12.36,3,,"[0.565375, 0.550771, 0.113544, 0.21372]"
372,12.4,00:00:12.40,3,,"[0.565126, 0.550347, 0.114487, 0.214423]"
373,12.433333333333334,00:00:12.43,3,,"[0.564752, 0.549579, 0.114946, 0.216213]"
374,12.466666666666667,00:00:12.46,3,,"[0.564754, 0.549708, 0.114626, 0.215614]"
375,12.5,00:00:12.50,3,,"[0.564983, 0.54956, 0.114314, 0.216211]"
376,12.533333333333333,00:00:12.53,3,,"[0.563969, 0.548769, 0.116407, 0.217924]"
377,12.566666666666666,00:00:12.56,3,,"[0.563677, 0.549211, 0.117175, 0.216965]"
378,12.6,00:00:12.59,3,,"[0.563772, 0.550061, 0.116708, 0.21457]"
379,12.633333333333333,00:00:12.63,3,,"[0.563808, 0.550071, 0.116872, 0.214117]"
380,12.666666666666666,00:00:12.66,3,,"[0.563271, 0.550149, 0.118241, 0.213598]"
381,12.7,00:00:12.69,3,,"[0.562752, 0.552433, 0.119067, 0.209188]"
382,12.733333333333333,00:00:12.73,3,,"[0.561847, 0.552154, 0.12086, 0.210315]"
383,12.766666666666667,00:00:12.76,3,,"[0.561162, 0.54992, 0.122372, 0.21482]"
384,12.8,00:00:12.80,3,,"[0.56196, 0.551781, 0.119707, 0.210482]"
385,12.833333333333334,00:00:12.83,3,,"[0.563061, 0.554045, 0.118149, 0.205857]"
386,12.866666666666667,00:00:12.86,3,,"[0.563356, 0.55384, 0.11765, 0.206415]"
387,12.9,00:00:12.90,3,,"[0.563779, 0.554549, 0.116714, 0.205246]"
388,12.933333333333334,00:00:12.93,3,,"[0.564176, 0.554753, 0.115883, 0.204906]"
389,12.966666666666667,00:00:12.96,3,,"[0.563997, 0.553763, 0.116197, 0.207104]"
390,13.0,00:00:13.00,3,,"[0.564113, 0.552573, 0.115889, 0.210171]"
391,13.033333333333333,00:00:13.03,3,,"[0.565656, 0.552394, 0.111818, 0.209827]"
392,13.066666666666666,00:00:13.06,3,,"[0.567233, 0.550298, 0.107844, 0.212757]"
393,13.1,00:00:13.09,3,,"[0.567976, 0.549522, 0.105976, 0.214567]"
394,13.133333333333333,00:00:13.13,3,,"[0.567981, 0.549233, 0.106157, 0.215461]"
395,13.166666666666666,00:00:13.16,3,,"[0.568242, 0.548294, 0.105909, 0.217594]"
396,13.2,00:00:13.19,3,,"[0.568387, 0.548812, 0.105603, 0.216358]"
397,13.233333333333333,00:00:13.23,3,,"[0.568587, 0.549161, 0.104986, 0.215418]"
398,13.266666666666667,00:00:13.26,3,,"[0.568561, 0.548923, 0.104684, 0.21588]"
399,13.3,00:00:13.30,3,,"[0.56918, 0.548753, 0.104028, 0.216975]"
400,13.333333333333334,00:00:13.33,3,,"[0.569419, 0.548591, 0.103356, 0.217508]"
401,13.366666666666667,00:00:13.36,3,,"[0.568477, 0.547589, 0.104852, 0.218677]"
402,13.4,00:00:13.40,3,,"[0.566447, 0.544921, 0.108934, 0.223955]"
403,13.433333333333334,00:00:13.43,3,,"[0.565823, 0.54155, 0.10947, 0.229449]"
404,13.466666666666667,00:00:13.46,3,,"[0.565722, 0.539915, 0.109037, 0.230858]"
405,13.5,00:00:13.50,3,,"[0.565706, 0.539558, 0.109691, 0.232219]"
406,13.533333333333333,00:00:13.53,3,,"[0.565484, 0.541771, 0.109872, 0.227748]"
407,13.566666666666666,00:00:13.56,3,,"[0.565223, 0.54169, 0.108667, 0.226867]"
408,13.6,00:00:13.59,3,,"[0.565126, 0.540924, 0.109288, 0.228705]"
409,13.633333333333333,00:00:13.63,3,,"[0.565276, 0.540645, 0.109325, 0.228933]"
410,13.666666666666666,00:00:13.66,3,,"[0.565504, 0.540662, 0.109381, 0.229638]"
411,13.7,00:00:13.69,3,,"[0.565591, 0.541511, 0.109961, 0.228613]"
412,13.733333333333333,00:00:13.73,3,,"[0.565752, 0.54258, 0.109899, 0.226736]"
413,13.766666666666667,00:00:13.76,3,,"[0.565499, 0.543272, 0.111527, 0.226169]"
414,13.8,00:00:13.80,3,,"[0.565196, 0.543213, 0.112735, 0.225672]"
415,13.833333333333334,00:00:13.83,3,,"[0.564855, 0.543643, 0.113188, 0.224929]"
416,13.866666666666667,00:00:13.86,3,,"[0.564766, 0.543672, 0.114148, 0.224869]"
417,13.9,00:00:13.90,3,,"[0.564367, 0.543744, 0.114587, 0.224012]"
418,13.933333333333334,00:00:13.93,3,,"[0.564791, 0.544646, 0.114192, 0.223126]"
419,13.966666666666667,00:00:13.96,3,,"[0.564744, 0.545867, 0.114632, 0.219993]"
420,14.0,00:00:14.00,3,,"[0.565253, 0.546535, 0.113265, 0.218337]"
421,14.033333333333333,00:00:14.03,3,,"[0.566618, 0.549219, 0.109549, 0.212867]"
422,14.066666666666666,00:00:14.06,3,,"[0.567009, 0.548776, 0.108499, 0.214183]"
423,14.1,00:00:14.09,3,,"[0.567382, 0.549148, 0.108496, 0.213517]"
424,14.133333333333333,00:00:14.13,3,,"[0.567568, 0.548352, 0.108928, 0.215518]"
425,14.166666666666666,00:00:14.16,3,,"[0.567263, 0.547918, 0.109451, 0.215929]"
426,14.2,00:00:14.19,3,,"[0.567089, 0.547007, 0.109063, 0.217232]"
427,14.233333333333333,00:00:14.23,3,,"[0.566866, 0.546729, 0.110142, 0.21768]"
428,14.266666666666667,00:00:14.26,3,,"[0.566876, 0.547693, 0.110039, 0.21565]"
429,14.3,00:00:14.30,3,,"[0.567375, 0.549256, 0.109805, 0.21342]"
430,14.333333333333334,00:00:14.33,3,,"[0.566961, 0.549261, 0.110851, 0.213127]"
431,14.366666666666667,00:00:14.36,3,,"[0.565344, 0.548646, 0.113762, 0.214668]"
432,14.4,00:00:14.40,3,,"[0.564876, 0.548927, 0.115256, 0.213876]"
433,14.433333333333334,00:00:14.43,3,,"[0.563187, 0.548436, 0.119541, 0.214679]"
434,14.466666666666667,00:00:14.46,3,,"[0.56294, 0.548588, 0.120036, 0.214256]"
435,14.5,00:00:14.50,3,,"[0.56219, 0.550559, 0.120581, 0.210639]"
436,14.533333333333333,00:00:14.53,3,,"[0.561317, 0.550977, 0.12128, 0.209455]"
437,14.566666666666666,00:00:14.56,3,,"[0.560784, 0.552779, 0.123077, 0.207356]"
438,14.6,00:00:14.59,3,,"[0.560578, 0.55274, 0.123889, 0.207938]"
439,14.633333333333333,00:00:14.63,3,,"[0.560673, 0.552318, 0.123561, 0.208566]"
440,14.666666666666666,00:00:14.66,3,,"[0.560013, 0.553181, 0.124263, 0.207526]"
441,14.7,00:00:14.69,3,,"[0.559343, 0.556586, 0.126421, 0.200958]"
442,14.733333333333333,00:00:14.73,3,,"[0.557642, 0.557727, 0.131275, 0.198918]"
443,14.766666666666667,00:00:14.76,3,,"[0.556424, 0.554532, 0.134549, 0.204997]"
444,14.8,00:00:14.80,3,,"[0.554986, 0.553648, 0.137868, 0.206261]"
445,14.833333333333334,00:00:14.83,3,,"[0.554794, 0.552712, 0.137451, 0.208682]"
446,14.866666666666667,00:00:14.86,3,,"[0.554174, 0.551995, 0.13985, 0.21057]"
447,14.9,00:00:14.90,3,,"[0.556752, 0.552401, 0.135678, 0.21008]"
448,14.933333333333334,00:00:14.93,3,,"[0.558067, 0.550503, 0.133751, 0.213767]"
449,14.966666666666667,00:00:14.96,3,,"[0.558579, 0.550685, 0.129854, 0.212931]"
450,15.0,00:00:15.00,3,,"[0.559979, 0.551432, 0.126504, 0.211488]"
451,15.033333333333333,00:00:15.03,3,,"[0.560792, 0.549471, 0.124632, 0.215641]"
452,15.066666666666666,00:00:15.06,3,,"[0.560732, 0.54772, 0.123589, 0.219092]"
453,15.1,00:00:15.09,3,,"[0.559993, 0.544621, 0.125374, 0.225244]"
454,15.133333333333333,00:00:15.13,3,,"[0.559049, 0.541288, 0.127208, 0.228733]"
455,15.166666666666666,00:00:15.16,3,,"[0.558802, 0.53715, 0.127561, 0.23942]"
456,15.2,00:00:15.19,3,,"[0.558, 0.536401, 0.126898, 0.235682]"
457,15.233333333333333,00:00:15.23,3,,"[0.557814, 0.535276, 0.126858, 0.237123]"
458,15.266666666666667,00:00:15.26,3,,"[0.557478, 0.535036, 0.127282, 0.237318]"
459,15.3,00:00:15.30,3,,"[0.557735, 0.535385, 0.126784, 0.235935]"
460,15.333333333333334,00:00:15.33,3,,"[0.557922, 0.535227, 0.12692, 0.236634]"
461,15.366666666666667,00:00:15.36,3,,"[0.558343, 0.536928, 0.125511, 0.233179]"
462,15.4,00:00:15.40,3,,"[0.558642, 0.537798, 0.124493, 0.232269]"
463,15.433333333333334,00:00:15.43,3,,"[0.559449, 0.537381, 0.122926, 0.23365]"
464,15.466666666666667,00:00:15.46,3,,"[0.560098, 0.539275, 0.121992, 0.230302]"
465,15.5,00:00:15.50,3,,"[0.5603, 0.540951, 0.12174, 0.227732]"
466,15.533333333333333,00:00:15.53,3,,"[0.560252, 0.540781, 0.121828, 0.228742]"
467,15.566666666666666,00:00:15.56,3,,"[0.560646, 0.540402, 0.121868, 0.23016]"
468,15.6,00:00:15.59,3,,"[0.560106, 0.539925, 0.122473, 0.230583]"
469,15.633333333333333,00:00:15.63,3,,"[0.560702, 0.540573, 0.122204, 0.229213]"
470,15.666666666666666,00:00:15.66,3,,"[0.561319, 0.540106, 0.121225, 0.230541]"
471,15.7,00:00:15.69,3,,"[0.561048, 0.542124, 0.122416, 0.227055]"
472,15.733333333333333,00:00:15.73,3,,"[0.561777, 0.544881, 0.121119, 0.222521]"
473,15.766666666666667,00:00:15.76,3,,"[0.562351, 0.546596, 0.120618, 0.219653]"
474,15.8,00:00:15.80,3,,"[0.561865, 0.547275, 0.121325, 0.218241]"
475,15.833333333333334,00:00:15.83,3,,"[0.562218, 0.547911, 0.120256, 0.216347]"
476,15.866666666666667,00:00:15.86,3,,"[0.561821, 0.550761, 0.122351, 0.211749]"
477,15.9,00:00:15.90,3,,"[0.560286, 0.553374, 0.125759, 0.206198]"
478,15.933333333333334,00:00:15.93,3,,"[0.557336, 0.556864, 0.130945, 0.199858]"
479,15.966666666666667,00:00:15.96,3,,"[0.55727, 0.562709, 0.133102, 0.188324]"
480,16.0,00:00:16.00,3,,"[0.556062, 0.565597, 0.133264, 0.182384]"
481,16.033333333333335,00:00:16.03,3,,"[0.551584, 0.566721, 0.142175, 0.180285]"
482,16.066666666666666,00:00:16.06,3,,"[0.551638, 0.568401, 0.142881, 0.177479]"
483,16.1,00:00:16.10,3,,"[0.552274, 0.568309, 0.141584, 0.177296]"
484,16.133333333333333,00:00:16.13,3,,"[0.552451, 0.566722, 0.142814, 0.18089]"
485,16.166666666666668,00:00:16.16,3,,"[0.554524, 0.560413, 0.137203, 0.193627]"
486,16.2,00:00:16.19,3,,"[0.555459, 0.559225, 0.134808, 0.195335]"
487,16.233333333333334,00:00:16.23,3,,"[0.556733, 0.556052, 0.13242, 0.203811]"
488,16.266666666666666,00:00:16.26,3,,"[0.557445, 0.55361, 0.130156, 0.208451]"
489,16.3,00:00:16.30,3,,"[0.559084, 0.553685, 0.127378, 0.20825]"
490,16.333333333333332,00:00:16.33,3,,"[0.558896, 0.553579, 0.127617, 0.208382]"
491,16.366666666666667,00:00:16.36,3,,"[0.558566, 0.552808, 0.128756, 0.21027]"
492,16.4,00:00:16.39,3,,"[0.558813, 0.553088, 0.128206, 0.210289]"
493,16.433333333333334,00:00:16.43,3,,"[0.558325, 0.552544, 0.129158, 0.211085]"
494,16.466666666666665,00:00:16.46,3,,"[0.55838, 0.551031, 0.129195, 0.214391]"
495,16.5,00:00:16.50,3,,"[0.558672, 0.550994, 0.127876, 0.213949]"
496,16.533333333333335,00:00:16.53,3,,"[0.558808, 0.551333, 0.127454, 0.213008]"
497,16.566666666666666,00:00:16.56,3,,"[0.558412, 0.549978, 0.128012, 0.216292]"
498,16.6,00:00:16.60,3,,"[0.558955, 0.548422, 0.127088, 0.219691]"
499,16.633333333333333,00:00:16.63,3,,"[0.559749, 0.547543, 0.125309, 0.219038]"
500,16.666666666666668,00:00:16.66,3,,"[0.561614, 0.549598, 0.12222, 0.216362]"
501,16.7,00:00:16.69,3,,"[0.56245, 0.544788, 0.121699, 0.225642]"
502,16.733333333333334,00:00:16.73,3,,"[0.562491, 0.544875, 0.121548, 0.225504]"
503,16.766666666666666,00:00:16.76,3,,"[0.562726, 0.543782, 0.120583, 0.22707]"
504,16.8,00:00:16.80,3,,"[0.563171, 0.543777, 0.120211, 0.226919]"
505,16.833333333333332,00:00:16.83,3,,"[0.562586, 0.543971, 0.12164, 0.226993]"
506,16.866666666666667,00:00:16.86,3,,"[0.562312, 0.544541, 0.12222, 0.225495]"
507,16.9,00:00:16.89,3,,"[0.562425, 0.545552, 0.121978, 0.223662]"
508,16.933333333333334,00:00:16.93,3,,"[0.562291, 0.545653, 0.122378, 0.223289]"
509,16.966666666666665,00:00:16.96,3,,"[0.56237, 0.545646, 0.121901, 0.223334]"
510,17.0,00:00:17.00,3,,"[0.562155, 0.546377, 0.121355, 0.223114]"
511,17.033333333333335,00:00:17.03,3,,"[0.562035, 0.546411, 0.121882, 0.223378]"
512,17.066666666666666,00:00:17.06,3,,"[0.562347, 0.545863, 0.122247, 0.223787]"
513,17.1,00:00:17.10,3,,"[0.561828, 0.547095, 0.122621, 0.221802]"
514,17.133333333333333,00:00:17.13,3,,"[0.561928, 0.548539, 0.122567, 0.219002]"
515,17.166666666666668,00:00:17.16,3,,"[0.562145, 0.548696, 0.121949, 0.218677]"
516,17.2,00:00:17.19,3,,"[0.562526, 0.549178, 0.121293, 0.217646]"
517,17.233333333333334,00:00:17.23,3,,"[0.562884, 0.549219, 0.120575, 0.217571]"
518,17.266666666666666,00:00:17.26,3,,"[0.562565, 0.550272, 0.120954, 0.214524]"
519,17.3,00:00:17.30,3,,"[0.562727, 0.552016, 0.120832, 0.212797]"
520,17.333333333333332,00:00:17.33,3,,"[0.562201, 0.552392, 0.121153, 0.212022]"
521,17.366666666666667,00:00:17.36,3,,"[0.561617, 0.553546, 0.122322, 0.209963]"
522,17.4,00:00:17.39,3,,"[0.561496, 0.554351, 0.123143, 0.207431]"
523,17.433333333333334,00:00:17.43,3,,"[0.560742, 0.555465, 0.125037, 0.205629]"
524,17.466666666666665,00:00:17.46,3,,"[0.559373, 0.555194, 0.127041, 0.206818]"
525,17.5,00:00:17.50,3,,"[0.559299, 0.555253, 0.127287, 0.206723]"
526,17.533333333333335,00:00:17.53,3,,"[0.559723, 0.556407, 0.126794, 0.204736]"
527,17.566666666666666,00:00:17.56,3,,"[0.559537, 0.555617, 0.126854, 0.206157]"
528,17.6,00:00:17.60,3,,"[0.559214, 0.55499, 0.127838, 0.207516]"
529,17.633333333333333,00:00:17.63,3,,"[0.558897, 0.555718, 0.128401, 0.205461]"
530,17.666666666666668,00:00:17.66,3,,"[0.55769, 0.55581, 0.130331, 0.205492]"
531,17.7,00:00:17.69,3,,"[0.556539, 0.554323, 0.133159, 0.208428]"
532,17.733333333333334,00:00:17.73,3,,"[0.556244, 0.554808, 0.134295, 0.207238]"
533,17.766666666666666,00:00:17.76,3,,"[0.555736, 0.556218, 0.134002, 0.204753]"
534,17.8,00:00:17.80,3,,"[0.555887, 0.557139, 0.133674, 0.203527]"
535,17.833333333333332,00:00:17.83,3,,"[0.555825, 0.557001, 0.134114, 0.203112]"
536,17.866666666666667,00:00:17.86,3,,"[0.556457, 0.558048, 0.133918, 0.198259]"
537,17.9,00:00:17.89,3,,"[0.557105, 0.558755, 0.13344, 0.197399]"
538,17.933333333333334,00:00:17.93,3,,"[0.557306, 0.559054, 0.132185, 0.200237]"
539,17.966666666666665,00:00:17.96,3,,"[0.556086, 0.55843, 0.133722, 0.200956]"
540,18.0,00:00:18.00,3,,"[0.55639, 0.559817, 0.133931, 0.198754]"
541,18.033333333333335,00:00:18.03,3,,"[0.557937, 0.562533, 0.133215, 0.190118]"
542,18.066666666666666,00:00:18.06,3,,"[0.556776, 0.56504, 0.133362, 0.184909]"
543,18.1,00:00:18.10,3,,"[0.556451, 0.565174, 0.134822, 0.184938]"
544,18.133333333333333,00:00:18.13,3,,"[0.556409, 0.565303, 0.135292, 0.184585]"
545,18.166666666666668,00:00:18.16,3,,"[0.556447, 0.56595, 0.136663, 0.18398]"
546,18.2,00:00:18.19,3,,"[0.556091, 0.566462, 0.136755, 0.183041]"
547,18.233333333333334,00:00:18.23,3,,"[0.555461, 0.566287, 0.137721, 0.184476]"
548,18.266666666666666,00:00:18.26,3,,"[0.555603, 0.567026, 0.137633, 0.183558]"
549,18.3,00:00:18.30,3,,"[0.55453, 0.567653, 0.138331, 0.182439]"
550,18.333333333333332,00:00:18.33,3,,"[0.55424, 0.567908, 0.138235, 0.182832]"
551,18.366666666666667,00:00:18.36,3,,"[0.554171, 0.56738, 0.139608, 0.182083]"
552,18.4,00:00:18.39,3,,"[0.555117, 0.567194, 0.137675, 0.183046]"
553,18.433333333333334,00:00:18.43,3,,"[0.555763, 0.566435, 0.137209, 0.183954]"
554,18.466666666666665,00:00:18.46,3,,"[0.556323, 0.565817, 0.135057, 0.184781]"
555,18.5,00:00:18.50,3,,"[0.556794, 0.566139, 0.134116, 0.18441]"
556,18.533333333333335,00:00:18.53,3,,"[0.556825, 0.563651, 0.134026, 0.189215]"
557,18.566666666666666,00:00:18.56,3,,"[0.55833, 0.562096, 0.13159, 0.192297]"
558,18.6,00:00:18.60,3,,"[0.558772, 0.562404, 0.130545, 0.190461]"
559,18.633333333333333,00:00:18.63,3,,"[0.558878, 0.560917, 0.127939, 0.193339]"
560,18.666666666666668,00:00:18.66,3,,"[0.561081, 0.561736, 0.123922, 0.194189]"
561,18.7,00:00:18.69,3,,"[0.561405, 0.560901, 0.12303, 0.195988]"
562,18.733333333333334,00:00:18.73,3,,"[0.56185, 0.56091, 0.12284, 0.195839]"
563,18.766666666666666,00:00:18.76,3,,"[0.562195, 0.560776, 0.1218, 0.196197]"
564,18.8,00:00:18.80,3,,"[0.562046, 0.560221, 0.122248, 0.197081]"
565,18.833333333333332,00:00:18.83,3,,"[0.562074, 0.559849, 0.122364, 0.197777]"
566,18.866666666666667,00:00:18.86,3,,"[0.562223, 0.559657, 0.122154, 0.198189]"
567,18.9,00:00:18.89,3,,"[0.562329, 0.559931, 0.121954, 0.198591]"
568,18.933333333333334,00:00:18.93,3,,"[0.562329, 0.559678, 0.121363, 0.198727]"
569,18.966666666666665,00:00:18.96,3,,"[0.562656, 0.559304, 0.120163, 0.199092]"
570,19.0,00:00:19.00,3,,"[0.562762, 0.559081, 0.119817, 0.199588]"
571,19.033333333333335,00:00:19.03,3,,"[0.563131, 0.559186, 0.118092, 0.199067]"
572,19.066666666666666,00:00:19.06,3,,"[0.563368, 0.559208, 0.118332, 0.199227]"
573,19.1,00:00:19.10,3,,"[0.563547, 0.558303, 0.117827, 0.200644]"
574,19.133333333333333,00:00:19.13,3,,"[0.563763, 0.557313, 0.117582, 0.202554]"
575,19.166666666666668,00:00:19.16,3,,"[0.563719, 0.556773, 0.117275, 0.203531]"
576,19.2,00:00:19.19,3,,"[0.563753, 0.556457, 0.117509, 0.204623]"
577,19.233333333333334,00:00:19.23,3,,"[0.563578, 0.55585, 0.117511, 0.205979]"
578,19.266666666666666,00:00:19.26,3,,"[0.564116, 0.554698, 0.116126, 0.207986]"
579,19.3,00:00:19.30,3,,"[0.564141, 0.553749, 0.114357, 0.20855]"
580,19.333333333333332,00:00:19.33,3,,"[0.564745, 0.553769, 0.114131, 0.208912]"
581,19.366666666666667,00:00:19.36,3,,"[0.565036, 0.553158, 0.113388, 0.210087]"
582,19.4,00:00:19.39,3,,"[0.565294, 0.552683, 0.112762, 0.210546]"
583,19.433333333333334,00:00:19.43,3,,"[0.565354, 0.552345, 0.112489, 0.211148]"
584,19.466666666666665,00:00:19.46,3,,"[0.565295, 0.552425, 0.112595, 0.211225]"
585,19.5,00:00:19.50,3,,"[0.56523, 0.552132, 0.11235, 0.211551]"
586,19.533333333333335,00:00:19.53,3,,"[0.56535, 0.552139, 0.112316, 0.212063]"
587,19.566666666666666,00:00:19.56,3,,"[0.565815, 0.553384, 0.111641, 0.208332]"
588,19.6,00:00:19.60,3,,"[0.565726, 0.552892, 0.111294, 0.210637]"
589,19.633333333333333,00:00:19.63,3,,"[0.565923, 0.553147, 0.111572, 0.208556]"
590,19.666666666666668,00:00:19.66,3,,"[0.566141, 0.553035, 0.111431, 0.208781]"
591,19.7,00:00:19.69,3,,"[0.565716, 0.552177, 0.111164, 0.211628]"
592,19.733333333333334,00:00:19.73,3,,"[0.565741, 0.552722, 0.110998, 0.210403]"
593,19.766666666666666,00:00:19.76,3,,"[0.565586, 0.551914, 0.111138, 0.211631]"
594,19.8,00:00:19.80,3,,"[0.565625, 0.551691, 0.111332, 0.212187]"
595,19.833333333333332,00:00:19.83,3,,"[0.565847, 0.551744, 0.111184, 0.212256]"
596,19.866666666666667,00:00:19.86,3,,"[0.565813, 0.551472, 0.110834, 0.212716]"
